Word,Frequency,Probability
reality,16,0.00074
realization,1,0.00005
realize,5,0.00023
realized,1,0.00005
realizes,2,0.00009
realizing,2,0.00009
really,50,0.00230
reappear,1,0.00005
reason,53,0.00244
reasonable,7,0.00032
reasonably,2,0.00009
reasoning,10,0.00046
reasons,19,0.00087
recall,2,0.00009
receipt,2,0.00009
receive,2,0.00009
received,6,0.00028
receiving,1,0.00005
recent,2,0.00009
recently,1,0.00005
recognized,2,0.00009
recognizes,1,0.00005
recombines,1,0.00005
recommended,2,0.00009
reconcile,1,0.00005
reconstructed,1,0.00005
recorded,1,0.00005
rectangular,3,0.00014
red,19,0.00087
redistribute,1,0.00005
redistributing,2,0.00009
redistribution,2,0.00009
reduce,1,0.00005
reduced,2,0.00009
reducible,1,0.00005
reference,6,0.00028
references,2,0.00009
refined,1,0.00005
reflect,5,0.00023
reflected,3,0.00014
reflecting,1,0.00005
reflection,10,0.00046
refund,10,0.00046
refutable,1,0.00005
refutation,2,0.00009
refuted,2,0.00009
regard,25,0.00115
regarded,12,0.00055
regarding,4,0.00018
regards,16,0.00074
regiment,2,0.00009
region,2,0.00009
registered,2,0.00009
regress,1,0.00005
regulating,1,0.00005
reign,3,0.00014
reject,6,0.00028
rejected,4,0.00018
rejecting,4,0.00018
rejection,1,0.00005
relate,1,0.00005
related,5,0.00023
relates,6,0.00028
relation,94,0.00432
relation_,1,0.00005
relational,1,0.00005
relations,44,0.00202
relative,4,0.00018
relatively,3,0.00014
release,1,0.00005
relevant,2,0.00009
reliable,1,0.00005
religion,1,0.00005
religious,2,0.00009
remain,12,0.00055
remaining,3,0.00014
remains,9,0.00041
remarkably,1,0.00005
remarks,1,0.00005
remedies,1,0.00005
remember,3,0.00014
remembered,9,0.00041
remembering,2,0.00009
remote,1,0.00005
remoter,1,0.00005
removal,1,0.00005
remove,2,0.00009
removed,4,0.00018
removes,1,0.00005
renamed,1,0.00005
render,2,0.00009
rendered,3,0.00014
renders,2,0.00009
renounce,1,0.00005
repeat,1,0.00005
repeated,2,0.00009
repeatedly,1,0.00005
repetition,1,0.00005
repetitions,2,0.00009
replace,3,0.00014
replaced,1,0.00005
replacement,5,0.00023
reported,1,0.00005
reports,1,0.00005
represent,1,0.00005
representations,1,0.00005
representative,1,0.00005
represented,6,0.00028
representing,1,0.00005
represents,2,0.00009
request,1,0.00005
require,6,0.00028
required,11,0.00051
requirements,4,0.00018
requires,5,0.00023
requiring,2,0.00009
requisites,3,0.00014
research,2,0.00009
resemblance,10,0.00046
resemblances,1,0.00005
resemble,6,0.00028
residue,1,0.00005
resists,2,0.00009
respect,4,0.00018
respectively,2,0.00009
rest,6,0.00028
restate,1,0.00005
resting,1,0.00005
restricted,1,0.00005
restrictions,2,0.00009
rests,4,0.00018
result,19,0.00087
resulting,2,0.00009
results,11,0.00051
retain,1,0.00005
retained,1,0.00005
retains,2,0.00009
retort,1,0.00005
return,8,0.00037
returning,1,0.00005
returns,1,0.00005
reveal,4,0.00018
revealed,1,0.00005
revenue,1,0.00005
reversed,1,0.00005
revert,1,0.00005
review,1,0.00005
revolution,1,0.00005
right,15,0.00069
rightly,3,0.00014
rigid,1,0.00005
rise,10,0.00046
risen,2,0.00009
rises,2,0.00009
risk,3,0.00014
rival,1,0.00005
road,5,0.00023
rob,1,0.00005
robbing,1,0.00005
robinson,6,0.00028
roman,1,0.00005
roof,1,0.00005
room,15,0.00069
rooted,1,0.00005
rose,4,0.00018
rotate,1,0.00005
rotating,1,0.00005
rotation,2,0.00009
roughly,2,0.00009
roughnesses,2,0.00009
round,6,0.00028
roundabout,1,0.00005
rounded,1,0.00005
rouse,1,0.00005
roused,1,0.00005
royalties,3,0.00014
royalty,3,0.00014
rudimentary,2,0.00009
ruins,2,0.00009
rule,4,0.00018
rules,3,0.00014
runs,1,0.00005
russell,3,0.00014
said,29,0.00133
sake,4,0.00018
salt,1,0.00005
samples,1,0.00005
satisfaction,1,0.00005
satisfactory,2,0.00009
satisfy,2,0.00009
satisfying,1,0.00005
save,1,0.00005
saw,12,0.00055
say,61,0.00281
saying,3,0.00014
says,12,0.00055
scaffold,1,0.00005
scarcely,6,0.00028
sceptic,1,0.00005
sceptical,1,0.00005
scepticism,4,0.00018
sceptics,1,0.00005
schoolmen,1,0.00005
schools,2,0.00009
science,31,0.00143
sciences,5,0.00023
scientific,8,0.00037
scope,8,0.00037
scrutiny,3,0.00014
sea,1,0.00005
search,4,0.00018
searches,1,0.00005
second,14,0.00064
secondly,2,0.00009
section,7,0.00032
sections,1,0.00005
secure,3,0.00014
secures,1,0.00005
see,98,0.00451
seeing,23,0.00106
seek,6,0.00028
seeks,2,0.00009
seem,43,0.00198
seemed,6,0.00028
seems,43,0.00198
seen,28,0.00129
sees,10,0.00046
seldom,1,0.00005
self,84,0.00386
selves,2,0.00009
send,1,0.00005
sending,1,0.00005
sensation,19,0.00087
sensations,20,0.00092
sense,234,0.01076
sense_,3,0.00014
senses,22,0.00101
sensible,3,0.00014
sent,1,0.00005
sentence,8,0.00037
separate,6,0.00028
separated,1,0.00005
sequel,1,0.00005
series,2,0.00009
serious,1,0.00005
serve,1,0.00005
service,2,0.00009
set,14,0.00064
sets,1,0.00005
setting,2,0.00009
seven,1,0.00005
seventeenth,1,0.00005
several,9,0.00041
severally,2,0.00009
severe,1,0.00005
shade,5,0.00023
shades,5,0.00023
shadow,1,0.00005
shall,67,0.00308
shape,24,0.00110
shapes,5,0.00023
share,5,0.00023
shared,2,0.00009
shares,2,0.00009
sharing,1,0.00005
sharp,1,0.00005
sheets,1,0.00005
shining,3,0.00014
shiny,1,0.00005
shock,1,0.00005
short,1,0.00005
shortly,1,0.00005
show,15,0.00069
showed,1,0.00005
showing,6,0.00028
shown,8,0.00037
shows,3,0.00014
shut,5,0.00023
side,3,0.00014
sides,2,0.00009
sight,16,0.00074
sign,4,0.00018
significantly,1,0.00005
signs,7,0.00032
similar,17,0.00078
similarity,2,0.00009
similarly,10,0.00046
simple,6,0.00028
simpler,3,0.00014
simplicity,2,0.00009
simplify,1,0.00005
simply,6,0.00028
simultaneous,2,0.00009
simultaneously,5,0.00023
since,42,0.00193
single,17,0.00078
singled,2,0.00009
singular,2,0.00009
sir,1,0.00005
sitting,4,0.00018
situated,1,0.00005
skeleton,1,0.00005
sleeping,1,0.00005
slight,4,0.00018
slightest,4,0.00018
slightly,4,0.00018
slowly,1,0.00005
small,7,0.00032
smallest,1,0.00005
smell,2,0.00009
smelling,1,0.00005
smells,1,0.00005
smith,6,0.00028
smooth,2,0.00009
smoothness,3,0.00014
sober,1,0.00005
society,1,0.00005
socrates,14,0.00064
solar,2,0.00009
sold,1,0.00005
sole,3,0.00014
solicit,2,0.00009
solicitation,1,0.00005
solid,1,0.00005
solution,3,0.00014
solve,1,0.00005
solves,1,0.00005
solving,1,0.00005
somebody,1,0.00005
somebody's,1,0.00005
something,78,0.00359
sometimes,10,0.00046
somewhat,6,0.00028
soon,14,0.00064
sooner,5,0.00023
sophistry,1,0.00005
sort,42,0.00193
sorts,5,0.00023
sought,4,0.00018
soul,1,0.00005
souls,2,0.00009
sound,8,0.00037
sounds,7,0.00032
sour,1,0.00005
source,8,0.00037
sources,3,0.00014
south,1,0.00005
space,74,0.00340
spaces,11,0.00051
spatial,3,0.00014
speak,9,0.00041
speaking,9,0.00041
special,7,0.00032
specially,1,0.00005
species,1,0.00005
specified,3,0.00014
spectacles,1,0.00005
spectator,3,0.00014
speculation,3,0.00014
speculative,1,0.00005
speech,1,0.00005
sphere,2,0.00009
spinoza,3,0.00014
spiritual,3,0.00014
spite,11,0.00051
splitting,1,0.00005
spoke,1,0.00005
spoken,4,0.00018
spoons,1,0.00005
sprang,1,0.00005
staff,1,0.00005
stage,4,0.00018
stages,1,0.00005
stand,7,0.00032
standing,2,0.00009
stands,6,0.00028
start,9,0.00041
started,1,0.00005
starting,2,0.00009
starts,1,0.00005
state,12,0.00055
stated,8,0.00037
statement,14,0.00064
statements,6,0.00028
states,25,0.00115
stating,2,0.00009
status,4,0.00018
step,1,0.00005
still,23,0.00106
stock,2,0.00009
stone,1,0.00005
stored,1,0.00005
stories,1,0.00005
straight,7,0.00032
straightforward,1,0.00005
strange,5,0.00023
strangeness,1,0.00005
stranger,1,0.00005
strangest,1,0.00005
strenuously,2,0.00009
strict,4,0.00018
strictly,7,0.00032
strife,2,0.00009
strike,1,0.00005
strikes,1,0.00005
striking,1,0.00005
strives,1,0.00005
striving,1,0.00005
strong,4,0.00018
stronger,2,0.00009
strongly,2,0.00009
struck,1,0.00005
structure,1,0.00005
struggling,1,0.00005
struldbugs,1,0.00005
student,2,0.00009
students,4,0.00018
studied,2,0.00009
studies,1,0.00005
study,12,0.00055
subject,25,0.00115
subjected,2,0.00009
subjective,3,0.00014
subjects,3,0.00014
sublime,1,0.00005
subscribe,1,0.00005
subsequent,1,0.00005
subsequently,1,0.00005
subsist,4,0.00018
subsistent,1,0.00005
subsists,2,0.00009
substance,2,0.00009
substantives,5,0.00023
subsumed,1,0.00005
subsumptions,1,0.00005
succeed,3,0.00014
success,1,0.00005
successful,3,0.00014
succession,2,0.00009
successively,1,0.00005
suddenly,2,0.00009
suffering,1,0.00005
suffice,4,0.00018
sufficed,1,0.00005
suffices,2,0.00009
sufficient,5,0.00023
sufficiently,1,0.00005
suggest,1,0.00005
suggested,4,0.00018
suggestion,1,0.00005
suggestions,1,0.00005
suggests,2,0.00009
suitable,2,0.00009
sum,3,0.00014
sum_,1,0.00005
sun,31,0.00143
sun's,1,0.00005
sunrise,3,0.00014
sunset,1,0.00005
supplied,1,0.00005
supplies,2,0.00009
supply,3,0.00014
support,8,0.00037
suppose,35,0.00161
supposed,22,0.00101
supposing,9,0.00041
supposition,4,0.00018
supra,1,0.00005
sure,12,0.00055
surface,2,0.00009
surprised,1,0.00005
surprising,3,0.00014
surrender,1,0.00005
surrounded,1,0.00005
survey,4,0.00018
surveys,1,0.00005
survive,1,0.00005
surviving,1,0.00005
suspect,2,0.00009
suspended,1,0.00005
swamp,1,0.00005
swans,4,0.00018
sweet,1,0.00005
swift,1,0.00005
synonymous,1,0.00005
synthesis,2,0.00009
synthetic,3,0.00014
system,13,0.00060
systematic,2,0.00009
systematize,1,0.00005
systems,2,0.00009
table,93,0.00428
tablecloth,1,0.00005
tables,2,0.00009
tactile,1,0.00005
take,23,0.00106
taken,8,0.00037
takes,2,0.00009
taking,6,0.00028
tap,1,0.00005
task,1,0.00005
taste,4,0.00018
tasting,1,0.00005
taught,1,0.00005
tautology,2,0.00009
tax,6,0.00028
taxes,1,0.00005
teaching,2,0.00009
telegram,1,0.00005
tell,8,0.00037
tells,8,0.00037
temper,1,0.00005
temperaments,1,0.00005
tempted,1,0.00005
ten,1,0.00005
tend,2,0.00009
tendency,2,0.00009
tending,1,0.00005
tends,2,0.00009
tenet,1,0.00005
term,1,0.00005
terms,56,0.00258
terms_,1,0.00005
test,8,0.00037
testimony,5,0.00023
texts,1,0.00005
texture,1,0.00005
thence,1,0.00005
theoretically,6,0.00028
theories,3,0.00014
theory,22,0.00101
thereby,1,0.00005
therefore,71,0.00327
theses,1,0.00005
thesis,1,0.00005
thing,73,0.00336
thing's,3,0.00014
things,167,0.00768
think,31,0.00143
thinking,11,0.00051
thinks,2,0.00009
third,3,0.00014
thoroughly,1,0.00005
though,51,0.00235
thought,46,0.00212
thoughts,19,0.00087
thraldom,1,0.00005
three,13,0.00060
throughout,2,0.00009
throw,1,0.00005
throws,1,0.00005
thunder,3,0.00014
thus,146,0.00671
thwarting,1,0.00005
time,67,0.00308
timeless,1,0.00005
times,11,0.00051
tincture,1,0.00005
title,1,0.00005
together,17,0.00078
told,3,0.00014
tolerably,1,0.00005
tongue,1,0.00005
took,1,0.00005
toothache,1,0.00005
topics,1,0.00005
total,2,0.00009
touch,15,0.00069
touched,2,0.00009
touches,1,0.00005
touching,3,0.00014
towards,3,0.00014
trademark,14,0.00064
tradition,2,0.00009
traditional,1,0.00005
trains,1,0.00005
trammels,1,0.00005
transcribe,1,0.00005
transcription,1,0.00005
transfer,1,0.00005
transform,1,0.00005
transitory,1,0.00005
travel,3,0.00014
travelled,2,0.00009
travels,1,0.00005
treated,1,0.00005
treating,1,0.00005
treatment,1,0.00005
tree,22,0.00101
triangle,7,0.00032
triangles,5,0.00023
triangularity,1,0.00005
tries,1,0.00005
trifling,1,0.00005
trivial,4,0.00018
trotting,1,0.00005
trouble,1,0.00005
troubled,1,0.00005
troubles,1,0.00005
true,130,0.00598
truism,4,0.00018
truly,7,0.00032
trust,2,0.00009
trusted,1,0.00005
trustworthiness,5,0.00023
trustworthy,2,0.00009
truth,89,0.00409
truths,49,0.00225
try,6,0.00028
trying,1,0.00005
tuning,1,0.00005
turn,6,0.00028
turning,1,0.00005
turns,2,0.00009
twice,1,0.00005
two,149,0.00685
twos,2,0.00009
type,1,0.00005
types,1,0.00005
typical,1,0.00005
tyranny,1,0.00005
u,7,0.00032
ultimate,7,0.00032
ultimately,5,0.00023
unable,3,0.00014
unaccustomed,1,0.00005
unaffected,1,0.00005
unalloyed,2,0.00009
unattainable,1,0.00005
uncertain,1,0.00005
uncertainty,3,0.00014
unchangeable,2,0.00009
unchanged,1,0.00005
unchanging,1,0.00005
uncomfortable,1,0.00005
uncommon,1,0.00005
unconscious,1,0.00005
unconsciously,2,0.00009
undeniable,1,0.00005
undeniably,1,0.00005
underlie,1,0.00005
underlies,1,0.00005
underlying,2,0.00009
understand,21,0.00097
understanding_,1,0.00005
understood,6,0.00028
undertake,1,0.00005
undiminished,1,0.00005
undoubtedly,4,0.00018
undue,1,0.00005
unduly,3,0.00014
uneducated,1,0.00005
unenforceability,1,0.00005
unexamined,2,0.00009
unexpectedly,1,0.00005
unexperienced,1,0.00005
unfamiliar,2,0.00009
unhesitatingly,2,0.00009
uniform,2,0.00009
uniformities,3,0.00014
uniformity,4,0.00018
unimportant,1,0.00005
union,6,0.00028
unionist,4,0.00018
united,18,0.00083
unites,1,0.00005
uniting,1,0.00005
unity,12,0.00055
universal,30,0.00138
universality,2,0.00009
universals,59,0.00271
universals_,1,0.00005
universe,31,0.00143
university,1,0.00005
unknowable,3,0.00014
unknown,3,0.00014
unlearn,1,0.00005
unless,18,0.00083
unlike,2,0.00009
unlink,1,0.00005
unnecessary,2,0.00009
unnecessary1,1,0.00005
unplausible,1,0.00005
unprotected,1,0.00005
unpublished,1,0.00005
unreal,2,0.00009
unreality,2,0.00009
unreasonable,2,0.00009
unreflectingly,1,0.00005
unreflective,1,0.00005
unsafe,1,0.00005
unsolicited,1,0.00005
unsolved,1,0.00005
unsound,1,0.00005
unsupported,1,0.00005
unsuspected,1,0.00005
untrue,3,0.00014
unusual,1,0.00005
unwarrantable,1,0.00005
unwise,1,0.00005
updated,2,0.00009
upon,66,0.00304
upset,1,0.00005
upstairs,1,0.00005
urged,3,0.00014
urges,1,0.00005
us,152,0.00699
usage,1,0.00005
use,29,0.00133
used,16,0.00074
useful,11,0.00051
useless,3,0.00014
user,3,0.00014
using,8,0.00037
usual,3,0.00014
usually,10,0.00046
ut,1,0.00005
utility,3,0.00014
utter,2,0.00009
uttering,2,0.00009
utterly,2,0.00009
v,1,0.00005
vague,4,0.00018
vagueness,1,0.00005
vaguer,1,0.00005
vain,1,0.00005
valid,10,0.00046
validity,7,0.00032
validly,4,0.00018
valleys,1,0.00005
valuable,4,0.00018
value,21,0.00097
vanilla,2,0.00009
variable,1,0.00005
variations,1,0.00005
variety,1,0.00005
various,19,0.00087
variously,1,0.00005
vary,2,0.00009
varying,1,0.00005
vast,1,0.00005
veil,1,0.00005
verbs,7,0.00032
verification,1,0.00005
version,1,0.00005
vi,3,0.00014
view,52,0.00239
viewed,2,0.00009
viewing,1,0.00005
views,5,0.00023
vii,2,0.00009
viii,1,0.00005
vindicate,1,0.00005
violates,1,0.00005
violent,1,0.00005
virtue,5,0.00023
virtuous,1,0.00005
virus,1,0.00005
visit,2,0.00009
visual,2,0.00009
vital,2,0.00009
vitally,2,0.00009
vivid,2,0.00009
vividness,2,0.00009
voice,1,0.00005
voices,1,0.00005
void,1,0.00005
volume,1,0.00005
volunteer,1,0.00005
volunteers,5,0.00023
votes,3,0.00014
voyage,1,0.00005
waking,5,0.00023
walk,1,0.00005
walks,1,0.00005
walled,1,0.00005
walls,1,0.00005
want,5,0.00023
wants,1,0.00005
war,2,0.00009
warranties,3,0.00014
warrants,1,0.00005
warranty,2,0.00009
waste,1,0.00005
waterloo,1,0.00005
wave,10,0.00046
waves,6,0.00028
way,54,0.00248
ways,6,0.00028
wear,1,0.00005
wearing,1,0.00005
weather,1,0.00005
web,1,0.00005
website,4,0.00018
weight,1,0.00005
well,19,0.00087
went,3,0.00014
west,2,0.00009
whatever,40,0.00184
whatsoever,2,0.00009
whence,1,0.00005
whenever,7,0.00032
whereas,12,0.00055
wherever,2,0.00009
whether,44,0.00202
white,16,0.00074
whitehead,1,0.00005
whiteness,16,0.00074
whoever,1,0.00005
whole,41,0.00189
wholly,17,0.00078
whose,7,0.00032
wide,3,0.00014
widely,4,0.00018
wider,2,0.00009
widespread,2,0.00009
widest,4,0.00018
willing,1,0.00005
window,1,0.00005
wisdom,2,0.00009
wise,1,0.00005
wish,11,0.00051
wishes,5,0.00023
within,13,0.00060
without,46,0.00212
wonder,3,0.00014
wonderful,1,0.00005
wooden,1,0.00005
word,38,0.00175
words,14,0.00064
wore,1,0.00005
work,50,0.00230
worked,1,0.00005
working,1,0.00005
works,33,0.00152
world,80,0.00368
worlds,4,0.00018
worst,1,0.00005
worth,5,0.00023
worthy,2,0.00009
would,86,0.00396
wrings,1,0.00005
writers,1,0.00005
writing,5,0.00023
writings,2,0.00009
written,3,0.00014
wrong,6,0.00028
wrongly,3,0.00014
wrung,2,0.00009
www,9,0.00041
x,1,0.00005
xi,2,0.00009
xii,1,0.00005
xiii,1,0.00005
xiv,1,0.00005
xv,1,0.00005
years,3,0.00014
yes,2,0.00009
yesterday,4,0.00018
yet,31,0.00143
yield,1,0.00005
york,1,0.00005
